rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
17,25,119081,0.12957773660562527,0.24133851016345792,0.11176077355783265,13,3031,595,0
13,23,100445,0.0720654369364054,0.18189141329609892,0.10982597635969353,13,3031,595,0
12,21,20451,0.001110882653193736,0.1101424275011568,0.10903154484796306,13,3031,595,0
14,23,83196,0.029864226801792813,0.1388786767935028,0.10901444999170998,13,3031,595,0
18,25,118412,0.010824525847441611,0.11973669330348456,0.10891216745604296,13,3031,595,0
4,18,125046,0.07130576983142015,0.17891529583866342,0.10760952600724327,13,3031,595,0
10,24,85144,0.0021356011758541216,0.10919374378549235,0.10705814260963822,13,3031,595,0
19,25,17694,0.11399672158714536,0.2208270305962907,0.10683030900914534,13,3031,595,0
15,23,565,0.02013181112617328,0.1266947173649873,0.10656290623881402,13,3031,595,0
4,16,108402,0.06725829399031502,0.17345443157801466,0.10619613758769963,13,3031,595,0
11,24,4648,0.06888128774494554,0.1741339676298576,0.10525267988491208,13,3031,595,0
20,25,100039,0.11338932576558684,0.2181758538255547,0.10478652805996787,13,3031,595,0
21,25,99366,0.05132201316874127,0.1556840630187872,0.10436204985004593,13,3031,595,0
8,22,117818,0.006337894554264734,0.11038863863981851,0.10405074408555379,13,3031,595,0
12,24,69392,0.011818418822114589,0.11582740633064903,0.10400898750853443,13,3031,595,0
13,24,35592,0.006337721453421905,0.10877579451798201,0.10243807306456011,13,3031,595,0
6,20,45883,0.5302444801592519,0.6321663972117423,0.10192191705249043,13,3031,595,0
14,24,120197,0.020005400980619266,0.1214459207454409,0.10144051976482163,13,3031,595,0
22,25,15655,0.0016989289374976578,0.10193715874509385,0.1002382298075962,13,3031,595,0
23,25,31515,0.03722685624351696,0.13732079048687745,0.1000939342433605,13,3031,595,0
2,15,30159,1.310932111843015,1.4097678903814999,0.0988357785384848,13,3031,595,0
15,24,101696,0.05480893727490363,0.15357250739509773,0.0987635701201941,13,3031,595,0
16,24,117595,0.022145533274303627,0.12084863322069352,0.09870309994638989,13,3031,595,0
16,23,121809,0.1458388466310364,0.2444743195022697,0.09863547287123328,13,3031,595,0
17,24,114541,0.03944139142260723,0.13803379893401185,0.09859240751140462,13,3031,595,0
24,25,62280,0.0014045728980322005,0.09978185876623377,0.09837728586820157,13,3031,595,0
9,22,11018,0.019097158587754348,0.11678490197658006,0.09768774338882572,13,3031,595,0
25,25,40686,0.001992488925241149,0.09935387212791234,0.0973613832026712,13,3031,595,0
10,22,18555,0.00022820175821301983,0.0957181927429114,0.09548999098469839,13,3031,595,0
11,22,57445,0.03298611042054654,0.12821663851672474,0.0952305280961782,13,3031,595,0
17,23,53372,0.0035212464962455707,0.09857681381118881,0.09505556731494325,13,3031,595,0
3,15,34433,0.09116696102280691,0.18399296456446035,0.09282600354165343,13,3031,595,0
18,23,1258,0.00014031990358312515,0.09263820016152993,0.09249788025794681,13,3031,595,0
26,25,98611,0.016138894691015707,0.10748941933996445,0.09135052464894874,13,3031,595,0
8,19,128049,1.3039731494920173e-05,0.09129022592646846,0.09127718619497353,13,3031,595,0
18,24,66768,0.003396076504591395,0.09314952907450111,0.08975345256990971,13,3031,595,0
27,25,18288,0.011612444160611968,0.10118085850506892,0.08956841434445695,13,3031,595,0
13,21,27391,0.03613661057336226,0.12553627966128747,0.08939966908792521,13,3031,595,0
19,23,89018,0.0026040992906850467,0.09129288809703318,0.08868878880634813,13,3031,595,0
28,25,51839,0.09456950825321866,0.1830441225869403,0.08847461433372164,13,3031,595,0
12,22,86531,0.10916436056596182,0.19757004460162336,0.08840568403566154,13,3031,595,0
