rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
30,23,58524,0.00042688748531139836,0.0774436090225564,0.077016721537245,14,3404,665,0
16,22,14272,0.11410863138954172,0.19110667293233083,0.07699804154278911,14,3404,665,0
30,24,106825,0.013036133960047004,0.08979088345864662,0.07675474949859962,14,3404,665,0
17,22,29995,0.0260447267920094,0.1027608082706767,0.07671608147866729,14,3404,665,0
16,21,13675,0.03784036244124559,0.11452067669172933,0.07668031425048374,14,3404,665,0
17,21,20451,0.001658205420094007,0.07806625939849623,0.07640805397840222,14,3404,665,0
18,22,76179,0.05701702041715628,0.13340578007518797,0.07638875965803169,14,3404,665,0
19,22,55772,0.0014941061985898943,0.07781954887218046,0.07632544267359057,14,3404,665,0
31,24,55727,0.008708734209753231,0.08443961466165413,0.0757308804519009,14,3404,665,0
13,20,38434,0.0004968878525264395,0.07562852443609022,0.07513163658356378,14,3404,665,0
18,21,72872,0.0004050840922444183,0.07538768796992482,0.0749826038776804,14,3404,665,0
20,22,26895,0.014603683166862514,0.08937382518796992,0.0747701420211074,14,3404,665,0
6,17,26494,0.0338572267920094,0.10853794642857142,0.07468071963656203,14,3404,665,0
14,20,123509,9.9836589306698e-05,0.07463580827067669,0.07453597168137,14,3404,665,0
3,16,3280,2.868867508813161e-06,0.0745359492481203,0.07453308038061149,14,3404,665,0
32,24,39888,0.014584174867802585,0.08905662593984963,0.07447245107204704,14,3404,665,0
40,25,93229,0.0039096926410105756,0.07826597744360902,0.07435628480259845,14,3404,665,0
41,25,67631,0.05503061655405406,0.1284656954887218,0.07343507893466775,14,3404,665,0
10,19,63874,0.023671599588719155,0.09681038533834586,0.0731387857496267,14,3404,665,0
42,25,40035,0.051787648722091656,0.12458294172932331,0.07279529300723166,14,3404,665,0
43,25,110374,0.0,0.07246828007518796,0.07246828007518796,14,3404,665,0
19,21,12526,0.00040852673325499414,0.07278547932330827,0.07237695259005328,14,3404,665,0
20,21,20196,0.012684984576968273,0.08476856203007518,0.07208357745310691,14,3404,665,0
11,19,95500,0.0005852489717978848,0.07193374060150376,0.07134849162970587,14,3404,665,0
44,25,40686,0.002438537382491187,0.07361959586466166,0.07118105848217048,14,3404,665,0
45,25,31515,0.07388825646298472,0.14505404135338346,0.07116578489039874,14,3404,665,0
4,16,41738,0.0,0.07079710996240601,0.07079710996240601,14,3404,665,0
21,21,26330,0.0,0.07071193609022557,0.07071193609022557,14,3404,665,0
21,22,29265,0.0006529542450058755,0.07135808270676691,0.07070512846176104,14,3404,665,0
15,20,86503,3.098376909518214e-05,0.07052396616541354,0.07049298239631835,14,3404,665,0
33,24,54187,0.017751404597532314,0.08816376879699248,0.07041236419946016,14,3404,665,0
5,16,108402,0.1000821643654524,0.17037711466165414,0.07029495029620174,14,3404,665,0
7,18,25245,0.0,0.07020089285714286,0.07020089285714286,14,3404,665,0
34,24,119317,0.0,0.06990131578947369,0.06990131578947369,14,3404,665,0
22,22,97764,0.0005829538777908344,0.07043585526315789,0.06985290138536705,14,3404,665,0
35,24,48149,0.0008549225176263219,0.07047109962406015,0.06961617710643382,14,3404,665,0
